,year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,self_made,wealth_status
637,2024,4,624,4.9,Mistry,Firoz,Firoz Mistry,1997-01-01,27.0,Male,Ireland,India,Mumbai,Diversified,['Diversified'],False,Increased
638,2024,4,624,4.9,Mistry,Zahan,Zahan Mistry,1999-01-01,25.0,Male,Ireland,India,Mumbai,Diversified,['Diversified'],False,Increased
639,2024,4,624,4.9,Moreno,Arturo,Arturo Moreno,1946-08-14,77.0,Male,United States,United States,Phoenix,Sports,['Sports'],True,Increased
640,2024,4,624,4.9,Raheja,Chandru,Chandru Raheja,1940-10-01,83.0,Male,India,India,Mumbai,Real Estate,['Real Estate'],False,Increased
641,2024,4,624,4.9,Rales,Mitchell,Mitchell Rales,1956-08-21,67.0,Male,United States,United States,Potomac,Manufacturing,['Manufacturing'],True,Decreased
642,2024,4,624,4.9,Rees-Jones,Trevor,Trevor Rees-Jones,1951-08-12,72.0,Male,United States,United States,Dallas,Energy,['Energy'],True,Increased
643,2024,4,624,4.9,Reitan,Odd,Odd Reitan & family,1951-09-11,72.0,Male,Norway,Norway,Trondheim,Fashion & Retail,['Fashion & Retail'],False,Increased
644,2024,4,624,4.9,Sehgal,Vivek Chaand,Vivek Chaand Sehgal,1956-09-28,67.0,Male,Australia,India,Delhi,Automotive,['Automotive'],True,Increased
645,2024,4,624,4.9,Wertheim,Herbert,Herbert Wertheim,1939-05-23,84.0,Male,United States,United States,Coral Gables,Finance & Investments,['Finance & Investments'],True,Increased
646,2024,4,624,4.9,Zhang,Yong,Zhang Yong,1970-07-01,53.0,Male,Singapore,Singapore,Singapore,Food & Beverage,['Food & Beverage'],True,Decreased
647,2024,4,648,4.8,De'Longhi,Giuseppe,Giuseppe De'Longhi & family,1939-04-24,84.0,Male,Italy,Italy,Treviso,Fashion & Retail,['Fashion & Retail'],False,Increased
648,2024,4,648,4.8,Feinberg,Stephen,Stephen Feinberg,1960-03-29,64.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],True,Increased
649,2024,4,648,4.8,Fidani,Carlo,Carlo Fidani,1955-01-01,69.0,Male,Canada,Canada,Toronto,Real Estate,['Real Estate'],False,Increased
650,2024,4,648,4.8,Gangwal,Rakesh,Rakesh Gangwal,1953-07-25,70.0,Male,United States,United States,Miami,Service,['Service'],True,Increased
651,2024,4,648,4.8,Gao,Dekang,Gao Dekang & family,1952-02-01,72.0,Male,China,China,Changshu,Fashion & Retail,['Fashion & Retail'],True,Decreased
652,2024,4,648,4.8,Jagtiani,Renuka,Renuka Jagtiani,1954-01-01,70.0,Female,India,United Arab Emirates,Dubai,Fashion & Retail,['Fashion & Retail'],False,Increased
653,2024,4,648,4.8,Kamath,Nithin,Nithin Kamath,1979-10-05,44.0,Male,India,India,Bangalore,Finance & Investments,['Finance & Investments'],True,Increased
654,2024,4,648,4.8,Liu,Richard,Richard Liu,1974-03-10,50.0,Male,China,China,Beijing,Technology,['Technology'],True,Decreased
655,2024,4,648,4.8,Pieper,Michael,Michael Pieper,1946-02-05,78.0,Male,Switzerland,Switzerland,Lucerne,Manufacturing,['Manufacturing'],True,Decreased
656,2024,4,648,4.8,Simon,Herb,Herb Simon,1934-10-23,89.0,Male,United States,United States,Indianapolis,Real Estate,['Real Estate'],True,Increased
657,2024,4,648,4.8,Spielberg,Steven,Steven Spielberg,1946-12-18,77.0,Male,United States,United States,Pacific Palisades,Media & Entertainment,['Media & Entertainment'],True,Increased
658,2024,4,648,4.8,Tahir,John,Tahir & family,1952-03-26,72.0,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],True,Increased
659,2024,4,648,4.8,Wyss,Hansjoerg,Hansjoerg Wyss,1935-01-01,89.0,Male,Switzerland,United States,Wilson,Healthcare,['Healthcare'],True,Decreased
660,2024,4,661,4.7,Basilico,Rocco,Rocco Basilico,1989-07-11,34.0,Male,Italy,United States,Los Angeles,Fashion & Retail,['Fashion & Retail'],False,Increased
661,2024,4,661,4.7,Berkley,William,William Berkley,1946-09-01,77.0,Male,United States,United States,Coconut Grove,Finance & Investments,['Finance & Investments'],True,Increased
662,2024,4,661,4.7,Boguslavsky,Leonid,Leonid Boguslavsky,1951-06-17,72.0,Male,Canada,Italy,Florence,Finance & Investments,['Finance & Investments'],True,Increased
663,2024,4,661,4.7,Chan,Laiwa,Chan Laiwa & family,1941-01-01,83.0,Female,China,China,Beijing,Real Estate,['Real Estate'],True,Increased
664,2024,4,661,4.7,Crippa,Giuseppe,Giuseppe Crippa & family,1935-05-05,88.0,Male,Italy,Italy,Cernusco Lombardone,Manufacturing,['Manufacturing'],True,Increased
665,2024,4,661,4.7,Dart,Kenneth,Kenneth Dart,1955-04-21,68.0,Male,Belize,Cayman Islands,George Town,Finance & Investments,['Finance & Investments'],False,Increased
666,2024,4,661,4.7,Del Vecchio,Claudio,Claudio Del Vecchio,1957-02-26,67.0,Male,Italy,United States,Muttontown,Fashion & Retail,['Fashion & Retail'],False,Increased
667,2024,4,661,4.7,Del Vecchio,Clemente,Clemente Del Vecchio,2004-05-06,19.0,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],False,Increased
668,2024,4,661,4.7,Del Vecchio,Leonardo Maria,Leonardo Maria Del Vecchio,1995-05-06,28.0,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],False,Increased
669,2024,4,661,4.7,Del Vecchio,Luca,Luca Del Vecchio,2001-08-31,22.0,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],False,Increased
670,2024,4,661,4.7,Del Vecchio,Marisa,Marisa Del Vecchio,1958-07-10,65.0,Female,Italy,Italy,Rome,Fashion & Retail,['Fashion & Retail'],False,Increased
671,2024,4,661,4.7,Del Vecchio,Paola,Paola Del Vecchio,1961-05-14,62.0,Female,Italy,Luxembourg,Luxembourg,Fashion & Retail,['Fashion & Retail'],False,Increased
672,2024,4,661,4.7,Hunt,W. Herbert,W. Herbert Hunt,1929-03-06,95.0,Male,United States,United States,Dallas,Energy,['Energy'],False,Increased
673,2024,4,661,4.7,Kavanaugh,Jim,Jim Kavanaugh,1962-10-17,61.0,Male,United States,United States,St. Louis,Technology,['Technology'],True,Increased
674,2024,4,661,4.7,Knapp,Friedrich,Friedrich Knapp,1951-05-06,72.0,Male,Germany,Germany,Brunswick,Fashion & Retail,['Fashion & Retail'],True,Increased
675,2024,4,661,4.7,Lin,Bin,Lin Bin,1968-02-01,56.0,Male,United States,China,Beijing,Technology,['Technology'],True,Increased
676,2024,4,661,4.7,Lin,Jianhua,Lin Jianhua,1962-08-01,61.0,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],True,Decreased
677,2024,4,661,4.7,Livingstone,Ian,Ian Livingstone,1962-05-22,61.0,Male,United Kingdom,United Kingdom,London,Real Estate,['Real Estate'],True,Increased
678,2024,4,661,4.7,Livingstone,Richard,Richard Livingstone,1964-11-29,59.0,Male,United Kingdom,United Kingdom,London,Real Estate,['Real Estate'],True,Increased
679,2024,4,661,4.7,Michel,Willy,Willy Michel,1947-01-01,77.0,Male,Switzerland,Switzerland,Burgdorf,Healthcare,['Healthcare'],True,Increased
680,2024,4,661,4.7,Murthy,N.R. Narayana,N.R. Narayana Murthy,1946-08-20,77.0,Male,India,India,Bangalore,Technology,['Technology'],True,Increased
681,2024,4,661,4.7,Nemetschek,Georg,Georg Nemetschek & family,1934-01-01,90.0,Male,Germany,Germany,Munich,Technology,['Technology'],True,Increased
682,2024,4,661,4.7,Rossmann,Dirk,Dirk Rossmann & family,1946-09-07,77.0,Male,Germany,Germany,Lower-Saxony,Fashion & Retail,['Fashion & Retail'],True,Increased
683,2024,4,661,4.7,Zampillo,Nicoletta,Nicoletta Zampillo,1958-03-28,66.0,Female,Italy,Monaco,Monaco,Fashion & Retail,['Fashion & Retail'],False,Increased
684,2024,4,661,4.7,Zhu ,Yi ,Zhu Yi,1963-12-01,60.0,Male,China,China,Chengdu,Healthcare,['Healthcare'],True,Increased
685,2024,4,686,4.6,Beckmann Legorreta,Juan Domingo,Juan Domingo Beckmann Legorreta & family,1967-07-01,56.0,Male,Mexico,Mexico,Mexico City,Food & Beverage,['Food & Beverage'],False,Increased
686,2024,4,686,4.6,Biswas,Sanjit,Sanjit Biswas,1982-01-12,42.0,Male,United States,United States,San Francisco,Technology,['Technology'],True,Increased
687,2024,4,686,4.6,Caltagirone,Francesco Gaetano,Francesco Gaetano Caltagirone,1943-03-21,81.0,Male,Italy,Italy,Rome,Construction & Engineering,['Construction & Engineering'],True,Increased
688,2024,4,686,4.6,Kim,Beom-su,Kim Beom-su,1966-03-27,58.0,Male,South Korea,South Korea,Seoul,Technology,['Technology'],True,Decreased
689,2024,4,686,4.6,Lauder,Ronald,Ronald Lauder,1944-02-26,80.0,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],False,Remained Even
690,2024,4,686,4.6,Lurie,Jeffrey,Jeffrey Lurie & family,1951-09-08,72.0,Male,United States,United States,Wynnewood,Sports,['Sports'],False,Increased
691,2024,4,686,4.6,Meyer,Gwendolyn Sontheim,Gwendolyn Sontheim Meyer,1961-10-27,62.0,Female,United States,United States,Rancho Santa Fe,Food & Beverage,['Food & Beverage'],False,Increased
692,2024,4,686,4.6,Nitori,Akio,Akio Nitori,1944-03-05,80.0,Male,Japan,Japan,Hokkaido,Fashion & Retail,['Fashion & Retail'],True,Increased
693,2024,4,686,4.6,Rokke,Kjell Inge,Kjell Inge Rokke,1958-10-25,65.0,Male,Norway,Norway,Vettre,Logistics,['Logistics'],True,Decreased
694,2024,4,686,4.6,Shigeta,Yasumitsu,Yasumitsu Shigeta,1965-02-25,59.0,Male,Japan,Japan,Tokyo,Telecom,['Telecom'],True,Increased
695,2024,4,686,4.6,Zhu,Baoguo,Zhu Baoguo & family,1962-04-25,61.0,Male,China,China,Shenzhen,Healthcare,['Healthcare'],True,Increased
696,2024,4,697,4.5,Bicket,John,John Bicket,1980-03-20,44.0,Male,United States,United States,San Francisco,Technology,['Technology'],True,Increased
697,2024,4,697,4.5,Coulter,Jim,Jim Coulter,1959-12-01,64.0,Male,United States,United States,San Francisco,Finance & Investments,['Finance & Investments'],True,Increased
698,2024,4,697,4.5,Cucinelli,Brunello,Brunello Cucinelli & family,1953-09-03,70.0,Male,Italy,Italy,Solomeo,Fashion & Retail,['Fashion & Retail'],True,Increased
699,2024,4,697,4.5,Green,Jeff T.,Jeff T. Green,1977-03-30,47.0,Male,United States,United States,Newbury Park,Media & Entertainment,['Media & Entertainment'],True,Increased
700,2024,4,697,4.5,Jacobs,Jeremy,"Jeremy Jacobs, Sr. & family",1940-01-21,84.0,Male,United States,United States,East Aurora,Service,['Service'],False,Increased
701,2024,4,697,4.5,Kam,Dewi,Dewi Kam,1950-07-23,73.0,Female,Indonesia,Indonesia,Jakarta,Energy,['Energy'],True,Increased
702,2024,4,697,4.5,Lai,Meisong,Lai Meisong,1970-12-01,53.0,Male,China,China,Shanghai,Logistics,['Logistics'],True,Decreased
703,2024,4,697,4.5,Li,Ping,Li Ping,1968-01-01,56.0,Male,Hong Kong,China,Ningde,Automotive,['Automotive'],True,Decreased
704,2024,4,697,4.5,Li,Richard,Richard Li,1966-11-08,57.0,Male,Hong Kong,Hong Kong,Hong Kong,Telecom,['Telecom'],False,Decreased
705,2024,4,697,4.5,Moll Filho,Jorge,Jorge Moll Filho & family,1945-01-01,79.0,Male,Brazil,Brazil,Rio de Janeiro,Healthcare,['Healthcare'],True,Increased
706,2024,4,697,4.5,Oberoi,Vikas,Vikas Oberoi,1970-09-08,53.0,Male,India,India,Mumbai,Real Estate,['Real Estate'],False,Increased
707,2024,4,697,4.5,Schusterman,Lynn,Lynn Schusterman & family,1939-01-21,85.0,Female,United States,United States,Tulsa,Energy,['Energy'],False,Increased
708,2024,4,697,4.5,Skoll,Jeff,Jeff Skoll,1965-01-16,59.0,Male,United States,United States,Los Angeles,Technology,['Technology'],True,Increased
709,2024,4,697,4.5,Starak,Jerzy,Jerzy Starak,1947-12-12,76.0,Male,Poland,Poland,Konstancin,Healthcare,['Healthcare'],True,Increased
710,2024,4,697,4.5,Tshuva,Yitzhak,Yitzhak Tshuva,1948-07-07,75.0,Male,Israel,Israel,Netanya,Real Estate,['Real Estate'],True,Increased
711,2024,4,712,4.4,Alukkas,Joy,Joy Alukkas,1956-09-04,67.0,Male,India,India,Cochin,Fashion & Retail,['Fashion & Retail'],False,Increased
712,2024,4,712,4.4,Davis,Jim,Jim Davis,1960-03-13,64.0,Male,United States,United States,Cockeysville,Service,['Service'],True,Remained Even
713,2024,4,712,4.4,Escotet,Juan Carlos,Juan Carlos Escotet,1959-07-23,64.0,Male,Venezuela,Spain,A Coruña,Finance & Investments,['Finance & Investments'],True,Increased
714,2024,4,712,4.4,Grogg,Peter,Peter Grogg,1942-01-10,82.0,Male,Switzerland,Switzerland,Liestal,Healthcare,['Healthcare'],True,Remained Even
715,2024,4,712,4.4,Hank Rhon,Carlos,Carlos Hank Rhon & family,1947-12-10,76.0,Male,Mexico,Mexico,Mexico City,Diversified,['Diversified'],False,Increased
716,2024,4,712,4.4,Hastings,Reed,Reed Hastings,1960-10-08,63.0,Male,United States,United States,Santa Cruz,Technology,['Technology'],True,Increased
717,2024,4,712,4.4,Ingram,Martha,Martha Ingram & family,1935-08-20,88.0,Female,United States,United States,Nashville,Media & Entertainment,['Media & Entertainment'],False,Increased
718,2024,4,712,4.4,Irsay,James,James Irsay,1959-06-13,64.0,Male,United States,United States,Carmel,Sports,['Sports'],False,Increased
719,2024,4,712,4.4,Johnson,Rupert,"Rupert Johnson, Jr.",1940-08-10,83.0,Male,United States,United States,Burlingame,Finance & Investments,['Finance & Investments'],False,Increased
720,2024,4,712,4.4,Kozitsyn,Andrei,Andrei Kozitsyn,1960-06-09,63.0,Male,Russia,Russia,Verkhniaya Pyshma,Metals & Mining,['Metals & Mining'],True,Increased
721,2024,4,712,4.4,Obrecht,Cliff,Cliff Obrecht,1985-12-28,38.0,Male,Australia,Australia,Sydney,Technology,['Technology'],True,Increased
722,2024,4,712,4.4,Perkins,Melanie,Melanie Perkins,1987-05-13,36.0,Female,Australia,Australia,Sydney,Technology,['Technology'],True,Increased
723,2024,4,712,4.4,Perlmutter,Isaac,Isaac Perlmutter,1942-12-01,81.0,Male,United States,United States,Palm Beach,Media & Entertainment,['Media & Entertainment'],True,Increased
724,2024,4,712,4.4,Pham,Nhat Vuong,Pham Nhat Vuong,1968-08-05,55.0,Male,Vietnam,Vietnam,Hanoi,Diversified,['Diversified'],True,Increased
725,2024,4,712,4.4,Saylor,Michael,Michael Saylor,1965-02-04,59.0,Male,United States,United States,Vienna,Technology,['Technology'],True,Returned to List
726,2024,4,712,4.4,Shwed,Gil,Gil Shwed,1968-06-12,55.0,Male,Israel,Israel,Tel Aviv,Technology,['Technology'],True,Increased
727,2024,4,712,4.4,Smith,Stephen,Stephen Smith,1951-06-02,72.0,Male,Canada,Canada,Toronto,Finance & Investments,['Finance & Investments'],True,Increased
728,2024,4,712,4.4,Snyder,Dan,Dan Snyder,1964-11-23,59.0,Male,United States,United States,Potomac,Sports,['Sports'],True,Decreased
729,2024,4,712,4.4,Strnad ,Michal,Michal Strnad,1992-08-04,31.0,Male,Czech Republic,United States,New York,Manufacturing,['Manufacturing'],False,Increased
730,2024,4,712,4.4,von Holtzbrinck,Stefan,Stefan von Holtzbrinck,1963-05-15,60.0,Male,Germany,Germany,Stuttgart,Media & Entertainment,['Media & Entertainment'],False,Increased
731,2024,4,712,4.4,Wadia,Nusli,Nusli Wadia,1944-02-15,80.0,Male,India,India,Mumbai,Food & Beverage,['Food & Beverage'],False,Increased
732,2024,4,712,4.4,Xiang,Guangda,Xiang Guangda,1958-01-01,66.0,Male,China,China,Wenzhou,Metals & Mining,['Metals & Mining'],True,Returned to List
733,2024,4,734,4.3,Ackman,William,William Ackman,1966-05-11,57.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],True,Increased
734,2024,4,734,4.3,Aven,Pyotr,Pyotr Aven,1955-03-16,69.0,Male,Russia,Latvia,New York,Finance & Investments,['Finance & Investments'],True,Increased
735,2024,4,734,4.3,Caporella,Nick,Nick Caporella,1936-01-15,88.0,Male,United States,United States,Plantation,Food & Beverage,['Food & Beverage'],True,Increased
736,2024,4,734,4.3,Catsimatidis,John,John Catsimatidis,1948-09-07,75.0,Male,United States,United States,New York,Energy,['Energy'],True,Increased
737,2024,4,734,4.3,Coates,John,John Coates,1970-01-07,54.0,Male,United Kingdom,United Kingdom,Stoke-On-Trent,Gambling & Casinos,['Gambling & Casinos'],True,Increased
738,2024,4,734,4.3,Coxe,Tench,Tench Coxe,1958-01-14,66.0,Male,United States,United States,Palo Alto,Finance & Investments,['Finance & Investments'],True,Increased
739,2024,4,734,4.3,D'Aniello,Daniel,Daniel D'Aniello,1946-09-14,77.0,Male,United States,United States,Vienna,Finance & Investments,['Finance & Investments'],True,Increased
740,2024,4,734,4.3,Edens,Wesley,Wesley Edens,1961-10-31,62.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],True,Increased
741,2024,4,734,4.3,Firodia,Abhay,Abhay Firodia,1944-11-05,79.0,Male,India,India,Pune,Automotive,['Automotive'],False,Increased
742,2024,4,734,4.3,Garavoglia,Luca,Luca Garavoglia,1969-02-27,55.0,Male,Italy,Italy,Milan,Food & Beverage,['Food & Beverage'],False,Increased
743,2024,4,734,4.3,Hong,Ra-hee,Hong Ra-hee,1945-07-15,78.0,Female,South Korea,South Korea,Seoul,Technology,['Technology'],False,Decreased
744,2024,4,734,4.3,Jin,Baofang,Jin Baofang,1952-09-01,71.0,Male,China,China,Xingtai,Energy,['Energy'],True,Decreased
745,2024,4,734,4.3,Ladreit de Lacharriere,Marc,Marc Ladreit de Lacharriere,1940-11-06,83.0,Male,France,France,Paris,Finance & Investments,['Finance & Investments'],True,Increased
746,2024,4,734,4.3,Leonard,Mark,Mark Leonard & family,1956-05-06,67.0,Male,Canada,Canada,Toronto,Technology,['Technology'],True,Increased
747,2024,4,734,4.3,Li,Zhenguo,Li Zhenguo & family,1968-01-01,56.0,Male,China,China,Xi'an,Manufacturing,['Manufacturing'],True,Decreased
748,2024,4,734,4.3,Newell,Gabe,Gabe Newell,1962-11-03,61.0,Male,United States,United States,Seattle,Gambling & Casinos,['Gambling & Casinos'],True,Increased
749,2024,4,734,4.3,Palmer,Clive,Clive Palmer,1954-03-26,70.0,Male,Australia,Australia,Brisbane,Metals & Mining,['Metals & Mining'],True,Increased
750,2024,4,734,4.3,Saputo,Emanuele (Lino),Emanuele (Lino) Saputo & family,1937-01-01,87.0,Male,Canada,Canada,Montreal,Food & Beverage,['Food & Beverage'],False,Decreased
751,2024,4,734,4.3,Shani,Shaul,Shaul Shani,1955-01-01,69.0,Male,Israel,Italy,Milan,Telecom,['Telecom'],True,Increased
752,2024,4,734,4.3,Shoen,E. Joe,E. Joe Shoen,1949-10-28,74.0,Male,United States,United States,Phoenix,Automotive,['Automotive'],False,Increased
753,2024,4,734,4.3,Wang,Frank,Frank Wang,1980-10-30,43.0,Male,China,China,Shenzhen,Technology,['Technology'],True,Remained Even
754,2024,4,734,4.3,Xie,Michael,Michael Xie,1969-02-20,55.0,Male,United States,United States,Los Altos Hills,Technology,['Technology'],True,Increased
755,2024,4,756,4.2,Cargill,Austen,"Austen Cargill, II.",1951-03-09,73.0,Male,United States,United States,Livingston,Food & Beverage,['Food & Beverage'],False,Increased
756,2024,4,756,4.2,Cargill,James,"James Cargill, II.",1949-04-07,74.0,Male,United States,United States,Birchwood,Food & Beverage,['Food & Beverage'],False,Increased
757,2024,4,756,4.2,Diller,Barry,Barry Diller,1942-02-02,82.0,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],True,Increased
758,2024,4,756,4.2,Edelstenne,Charles,Charles Edelstenne,1938-01-03,86.0,Male,France,France,Paris,Manufacturing,['Manufacturing'],True,Increased
759,2024,4,756,4.2,Ek,Daniel,Daniel Ek,1983-02-21,41.0,Male,Sweden,Sweden,Stockholm,Technology,['Technology'],True,Increased
760,2024,4,756,4.2,Gu,Maggie,Maggie Gu,1962-01-01,65.68807678110004,Female,China,China,Guangzhou,Fashion & Retail,['Fashion & Retail'],True,Increased
761,2024,4,756,4.2,Jain,Rajiv,Rajiv Jain,1968-01-27,56.0,Male,United States,United States,Fort Lauderdale,Finance & Investments,['Finance & Investments'],True,Increased
762,2024,4,756,4.2,Kellogg,Peter,Peter Kellogg,1942-09-01,81.0,Male,United States,United States,Short Hills,Finance & Investments,['Finance & Investments'],False,Increased
763,2024,4,756,4.2,Kulkov,Egor,Egor Kulkov,1971-12-07,52.0,Male,Russia,Switzerland,Grimisuat,Healthcare,['Healthcare'],True,Increased
764,2024,4,756,4.2,Liebmann,Marianne,Marianne Liebmann,1953-07-11,70.0,Female,United States,United States,Bozeman,Food & Beverage,['Food & Beverage'],False,Increased
765,2024,4,756,4.2,Miao,Molly,Molly Miao,1962-01-01,65.68807678110004,Female,China,China,Guangzhou,Fashion & Retail,['Fashion & Retail'],True,Increased
766,2024,4,756,4.2,Raheja,Rajan,Rajan Raheja & family,1954-06-01,69.0,Male,India,India,Mumbai,Diversified,['Diversified'],False,Increased
767,2024,4,756,4.2,Ren Xiaoqing,John,Ren Xiaoqing,1962-01-01,65.68807678110004,Male,China,China,Guangzhou,Fashion & Retail,['Fashion & Retail'],True,Increased
768,2024,4,756,4.2,Udvar-Hazy,Steven,Steven Udvar-Hazy,1946-02-23,78.0,Male,United States,United States,Westlake,Service,['Service'],True,Increased
769,2024,4,756,4.2,Witzoe,Gustav Magnar,Gustav Magnar Witzoe,1993-04-22,30.0,Male,Norway,Norway,Kverva,Food & Beverage,['Food & Beverage'],False,Increased
770,2024,4,756,4.2,Yin,Samuel,Samuel Yin,1950-08-16,73.0,Male,Taiwan,Taiwan,Taipei,Diversified,['Diversified'],False,Decreased
771,2024,4,756,4.2,Yu,Renrong,Yu Renrong,1966-04-01,58.0,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],True,Increased
772,2024,4,756,4.2,Yuan,Eric,Eric Yuan & family,1970-02-20,54.0,Male,United States,United States,Santa Clara,Technology,['Technology'],True,Increased
773,2024,4,756,4.2,Zhang,Daocai,Zhang Daocai,1950-01-01,74.0,Male,China,China,Shaoxing,Diversified,['Diversified'],True,Increased
774,2024,4,775,4.1,Hardy,Maggie,Maggie Hardy,1965-12-07,58.0,Female,United States,United States,Belle Vernon,Service,['Service'],False,Increased
775,2024,4,775,4.1,Jacobs,Brad,Brad Jacobs,1956-07-01,67.0,Male,United States,United States,Greenwich,Logistics,['Logistics'],True,Increased
776,2024,4,775,4.1,James,Hamilton,Hamilton James & family,1951-08-03,72.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],True,Increased
777,2024,4,775,4.1,Jian,Yao,Jian Yao,1962-01-01,65.68807678110004,Female,China,Hong Kong,Hong Kong,Healthcare,['Healthcare'],False,Increased
778,2024,4,775,4.1,Jiang,Bin,Jiang Bin,1966-09-16,57.0,Male,China,China,Weifang,Technology,['Technology'],True,Decreased
779,2024,4,775,4.1,Kalyani,Baba,Baba Kalyani,1949-01-07,75.0,Male,India,India,Pune,Automotive,['Automotive'],False,Increased
780,2024,4,775,4.1,Schulze,Richard,Richard Schulze,1941-01-02,83.0,Male,United States,United States,Naples,Fashion & Retail,['Fashion & Retail'],True,Increased
781,2024,4,775,4.1,Selin,Erik,Erik Selin,1967-05-08,56.0,Male,Sweden,Sweden,Göteborg,Real Estate,['Real Estate'],True,Increased
782,2024,4,775,4.1,Susanto,Djoko,Djoko Susanto,1950-02-09,74.0,Male,Indonesia,Indonesia,Jakarta,Fashion & Retail,['Fashion & Retail'],True,Decreased
783,2024,4,775,4.1,Yasuda,Takao,Takao Yasuda,1949-05-07,74.0,Male,Japan,Singapore,Singapore,Fashion & Retail,['Fashion & Retail'],True,Increased
784,2024,4,785,4.0,Akhmetov,Rinat,Rinat Akhmetov,1966-09-21,57.0,Male,Ukraine,Ukraine,Donetsk,Metals & Mining,['Metals & Mining'],True,Decreased
785,2024,4,785,4.0,Andic,Isak,Isak Andic & family,1953-10-20,70.0,Male,Spain,Spain,Barcelona,Fashion & Retail,['Fashion & Retail'],True,Increased
786,2024,4,785,4.0,Cai,Kui,Cai Kui,1963-01-01,61.0,Male,China,China,Chengdu,Real Estate,['Real Estate'],True,Decreased
787,2024,4,785,4.0,Chambers,James,James Chambers,1957-04-12,66.0,Male,United States,United States,Palisades,Media & Entertainment,['Media & Entertainment'],False,Decreased
788,2024,4,785,4.0,D'Ieteren,Nicolas ,Nicolas D'Ieteren,1975-04-13,48.0,Male,Belgium,Switzerland,Anzere,Automotive,['Automotive'],False,Increased
789,2024,4,785,4.0,Gordeev,Sergei,Sergei Gordeev,1972-11-22,51.0,Male,Russia,Russia,Moscow,Real Estate,['Real Estate'],True,Increased
790,2024,4,785,4.0,Herlin,Antti,Antti Herlin,1956-11-14,67.0,Male,Finland,Finland,Kirkkonummi,Manufacturing,['Manufacturing'],False,Decreased
791,2024,4,785,4.0,Ilitch,Marian,Marian Ilitch,1933-01-07,91.0,Female,United States,United States,Bingham Farms,Food & Beverage,['Food & Beverage'],True,Decreased
792,2024,4,785,4.0,Jain,Vivek,Vivek Jain,1955-08-30,68.0,Male,India,India,Delhi,Manufacturing,['Manufacturing'],False,Increased
793,2024,4,785,4.0,Jian,Jun,Jian Jun,1963-11-01,60.0,Female,China,China,Beijing,Healthcare,['Healthcare'],True,Decreased
794,2024,4,785,4.0,Lee,Boo-jin,Lee Boo-jin,1970-10-06,53.0,Female,South Korea,South Korea,Seoul,Technology,['Technology'],False,Increased
795,2024,4,785,4.0,Lim,Hariyanto Wijaya Sarwono,Lim Hariyanto Wijaya Sarwono,1928-11-01,95.0,Male,Indonesia,Indonesia,Jakarta,Metals & Mining,['Metals & Mining'],True,Decreased
796,2024,4,785,4.0,Morris,Tom,Tom Morris,1954-10-02,69.0,Male,United Kingdom,United Kingdom,Merseyside,Fashion & Retail,['Fashion & Retail'],True,Increased
797,2024,4,785,4.0,Penske,Roger,Roger Penske,1937-02-20,87.0,Male,United States,United States,Birmingham,Automotive,['Automotive'],True,Increased
798,2024,4,785,4.0,Rayner,Katharine,Katharine Rayner,1945-01-12,79.0,Female,United States,United States,East Hampton,Media & Entertainment,['Media & Entertainment'],False,Decreased
799,2024,4,785,4.0,Rotenberg,Arkady,Arkady Rotenberg,1951-12-15,72.0,Male,Russia,Russia,Moscow,Construction & Engineering,['Construction & Engineering'],True,Increased
800,2024,4,785,4.0,Ruffini,Remo,Remo Ruffini,1961-08-27,62.0,Male,Italy,Italy,Como,Fashion & Retail,['Fashion & Retail'],True,Increased
801,2024,4,785,4.0,Schulenberg,Klaus-Peter,Klaus-Peter Schulenberg,1951-07-01,72.0,Male,Germany,Germany,Bremen,Service,['Service'],True,Increased
802,2024,4,785,4.0,Sterling,Donald,Donald Sterling,1934-04-26,89.0,Male,United States,United States,Beverly Hills,Real Estate,['Real Estate'],True,Decreased
803,2024,4,785,4.0,Taylor,Margaretta,Margaretta Taylor,1942-04-15,81.0,Female,United States,United States,Southampton,Media & Entertainment,['Media & Entertainment'],False,Decreased
804,2024,4,785,4.0,Tsai,Hong-tu,Tsai Hong-tu,1952-08-01,71.0,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],False,Increased
805,2024,4,785,4.0,Wang,Junlin,Wang Junlin & family,1962-09-01,61.0,Male,China,China,Chengdu,Food & Beverage,['Food & Beverage'],True,Increased
